order_id,product_id,quantity,service_type,service_price,employee_id,order_date
1150,33,1,None,0,0,2022-07-15 10:04:00
1151,29,2,None,0,0,2022-07-17 16:51:00
1152,26,2,None,0,0,2022-07-17 20:37:00
1153,9,1,None,0,0,2022-07-18 09:17:00
1154,24,2,None,0,0,2022-07-19 21:07:00
1155,14,2,Pojištění,1958,2,2022-07-21 11:40:00
1156,17,2,Záruka +3,2180,5,2022-07-22 16:15:00
1157,21,2,None,0,0,2022-07-23 20:02:00
1158,41,2,Záruka +1,1383,0,2022-07-24 16:30:00
1159,38,2,None,0,0,2022-07-25 17:11:00
1160,23,1,None,0,0,2022-07-25 19:05:00
1161,24,2,None,0,0,2022-07-27 21:50:00
1162,29,2,Pojištění,1506,3,2022-08-02 09:52:00
1163,25,1,None,0,0,2022-08-02 18:46:00
1164,32,1,None,0,0,2022-08-03 08:49:00
1165,12,1,None,0,0,2022-08-03 09:33:00
1166,14,2,None,0,0,2022-08-03 14:32:00
1167,38,2,None,0,0,2022-08-03 21:22:00
1168,25,1,None,0,0,2022-08-04 15:02:00
1169,29,2,None,0,0,2022-08-06 08:29:00
1170,37,1,None,0,0,2022-08-07 19:17:00
1171,34,1,None,0,0,2022-08-11 09:14:00
1172,38,2,None,0,0,2022-08-11 11:17:00
1173,20,2,Záruka +3,5117,14,2022-08-12 15:23:00
1174,14,1,None,0,0,2022-08-13 09:08:00
1175,44,2,None,0,0,2022-08-14 18:40:00
1176,34,1,None,0,0,2022-08-15 14:38:00
1177,33,2,None,0,0,2022-08-15 18:47:00
1178,34,2,None,0,0,2022-08-16 12:21:00
1179,8,1,None,0,0,2022-08-16 20:04:00
1180,8,1,None,0,0,2022-08-17 15:00:00
1181,32,1,None,0,0,2022-08-18 09:41:00
1182,11,1,None,0,0,2022-08-18 10:17:00
1183,6,2,Pojištění,1922,15,2022-08-19 08:53:00
1184,27,1,None,0,0,2022-08-20 08:46:00
1185,6,2,None,0,0,2022-08-20 14:14:00
1186,46,2,None,0,0,2022-08-24 20:39:00
1187,4,2,None,0,0,2022-08-25 17:10:00
1188,29,2,None,0,0,2022-08-25 20:44:00
1189,28,1,None,0,0,2022-08-26 09:25:00
1190,44,1,Pojištění,2138,18,2022-08-27 09:47:00
1191,22,2,None,0,0,2022-08-28 16:49:00
1192,16,2,None,0,0,2022-09-01 21:43:00
1193,31,1,None,0,0,2022-09-02 19:14:00
1194,47,1,None,0,0,2022-09-03 11:10:00
1195,47,2,None,0,0,2022-09-03 19:26:00
1196,32,2,None,0,0,2022-09-04 09:14:00
1197,2,1,None,0,0,2022-09-04 16:08:00
1198,16,2,None,0,0,2022-09-05 17:06:00
1199,31,2,None,0,0,2022-09-06 09:17:00
1200,20,2,None,0,0,2022-09-06 16:09:00
1201,2,2,None,0,0,2022-09-06 17:33:00
1202,37,2,None,0,0,2022-09-06 17:49:00
1203,7,1,None,0,0,2022-09-06 21:28:00
1204,24,2,Pojištění,3474,11,2022-09-07 17:43:00
1205,9,2,Pojištění,2347,0,2022-09-08 10:57:00
1206,47,1,None,0,0,2022-09-09 11:38:00
1207,48,2,None,0,0,2022-09-09 14:51:00
1208,8,2,None,0,0,2022-09-11 15:46:00
1209,30,2,None,0,0,2022-09-12 12:47:00
1210,16,2,None,0,0,2022-09-12 12:58:00
1211,7,2,None,0,0,2022-09-12 15:35:00
1212,16,1,None,0,0,2022-09-12 17:32:00
1213,33,2,None,0,0,2022-09-13 10:15:00
1214,32,1,None,0,0,2022-09-13 16:07:00
1215,30,1,None,0,0,2022-09-15 13:58:00
1216,35,2,None,0,0,2022-09-17 16:13:00
1217,49,1,None,0,0,2022-09-19 10:35:00
1218,41,2,None,0,0,2022-09-19 11:03:00
1219,42,1,None,0,0,2022-09-19 11:17:00
1220,43,2,None,0,0,2022-09-19 14:46:00
1221,21,1,None,0,0,2022-09-19 15:47:00
1222,17,1,None,0,0,2022-09-21 11:16:00
1223,41,2,None,0,0,2022-09-23 20:35:00
1224,21,2,None,0,0,2022-09-24 14:44:00
1225,43,1,None,0,0,2022-09-24 19:51:00
1226,28,2,None,0,0,2022-09-24 21:14:00
1227,45,2,Pojištění,5319,17,2022-09-26 18:38:00
1228,36,2,None,0,0,2022-09-26 19:15:00
1229,29,2,None,0,0,2022-09-28 08:38:00
1230,23,2,None,0,0,2022-09-28 11:01:00
1231,20,2,None,0,0,2022-10-02 15:49:00
1232,43,1,None,0,0,2022-10-04 12:09:00
1233,15,2,None,0,0,2022-10-04 13:12:00
1234,40,1,None,0,0,2022-10-04 16:28:00
1235,16,1,None,0,0,2022-10-04 17:39:00
1236,48,2,Záruka +1,589,15,2022-10-05 10:59:00
1237,9,2,None,0,0,2022-10-05 15:12:00
1238,48,2,Záruka +3,1768,18,2022-10-05 18:16:00
1239,37,1,None,0,0,2022-10-06 15:42:00
1240,31,2,None,0,0,2022-10-08 11:01:00
1241,36,2,None,0,0,2022-10-08 16:42:00
1242,14,2,None,0,0,2022-10-08 16:51:00
1243,23,2,None,0,0,2022-10-09 13:02:00
1244,13,2,None,0,0,2022-10-09 16:35:00
1245,23,1,Pojištění,2264,11,2022-10-10 10:43:00
1246,45,2,None,0,0,2022-10-10 15:20:00
1247,38,2,Pojištění,3378,0,2022-10-12 09:28:00
1248,37,1,Záruka +1,865,4,2022-10-12 12:15:00
1249,2,1,None,0,0,2022-10-12 14:07:00
1250,6,1,None,0,0,2022-10-12 15:30:00
1251,37,1,Záruka +3,2596,0,2022-10-13 12:15:00
1252,12,1,Záruka +1,1313,10,2022-10-14 14:58:00
1253,48,1,None,0,0,2022-10-15 09:24:00
1254,37,2,None,0,0,2022-10-15 18:03:00
1255,1,2,None,0,0,2022-10-16 10:59:00
1256,1,2,None,0,0,2022-10-16 15:56:00
1257,38,2,None,0,0,2022-10-17 13:13:00
1258,43,2,None,0,0,2022-10-17 13:59:00
1259,24,1,None,0,0,2022-10-19 09:32:00
1260,20,1,None,0,0,2022-10-19 14:07:00
1261,17,1,None,0,0,2022-10-19 16:38:00
1262,18,2,None,0,0,2022-10-19 21:03:00
1263,43,2,None,0,0,2022-10-20 16:56:00
1264,4,2,None,0,0,2022-10-21 08:32:00
1265,14,2,None,0,0,2022-10-21 10:37:00
1266,2,2,None,0,0,2022-10-21 12:06:00
1267,6,1,None,0,0,2022-10-21 21:31:00
1268,13,1,None,0,0,2022-10-22 12:18:00
1269,42,1,None,0,0,2022-10-23 10:16:00
1270,35,1,Záruka +1,2021,18,2022-10-23 10:41:00
1271,14,1,None,0,0,2022-10-23 10:44:00
1272,36,1,None,0,0,2022-10-23 18:59:00
1273,8,1,None,0,0,2022-10-24 10:59:00
1274,32,2,None,0,0,2022-10-24 21:32:00
1275,45,2,None,0,0,2022-10-26 10:54:00
1276,26,2,Pojištění,5516,11,2022-10-26 11:59:00
1277,27,2,Záruka +3,2619,0,2022-10-26 13:25:00
1278,16,1,None,0,0,2022-10-26 14:15:00
1279,5,2,Záruka +1,845,11,2022-10-26 15:14:00
1280,22,1,None,0,0,2022-10-27 12:54:00
1281,19,1,Pojištění,4666,15,2022-10-28 10:22:00
1282,45,1,None,0,0,2022-10-28 11:08:00
1283,27,2,None,0,0,2022-11-01 13:45:00
1284,18,2,None,0,0,2022-11-02 09:18:00
1285,11,2,None,0,0,2022-11-02 09:52:00
1286,50,1,None,0,0,2022-11-02 17:31:00
1287,2,2,Záruka +3,5217,9,2022-11-03 09:33:00
1288,11,2,None,0,0,2022-11-03 09:45:00
1289,46,2,None,0,0,2022-11-03 20:02:00
1290,26,2,None,0,0,2022-11-03 21:17:00
1291,5,2,None,0,0,2022-11-03 21:22:00
1292,28,1,None,0,0,2022-11-04 08:03:00
1293,32,2,None,0,0,2022-11-04 08:24:00
1294,25,2,Pojištění,1551,2,2022-11-04 09:25:00
1295,31,1,None,0,0,2022-11-04 10:54:00
1296,3,2,None,0,0,2022-11-04 13:30:00
1297,37,2,None,0,0,2022-11-04 15:43:00
1298,32,1,None,0,0,2022-11-04 16:30:00
1299,5,2,None,0,0,2022-11-04 17:05:00
1300,37,2,None,0,0,2022-11-04 21:27:00
1301,5,1,None,0,0,2022-11-06 08:07:00
1302,17,2,Záruka +1,727,18,2022-11-06 12:28:00
1303,11,1,None,0,0,2022-11-06 16:17:00
1304,4,1,Pojištění,3417,12,2022-11-06 21:42:00
1305,20,2,None,0,0,2022-11-07 08:28:00
1306,21,2,None,0,0,2022-11-07 13:47:00
1307,24,2,Záruka +1,1737,3,2022-11-07 17:31:00
1308,26,2,None,0,0,2022-11-07 19:04:00
1309,11,2,None,0,0,2022-11-07 20:50:00
1310,49,2,Záruka +3,2709,13,2022-11-08 18:00:00
1311,41,2,None,0,0,2022-11-08 18:10:00
1312,23,2,Záruka +1,1132,0,2022-11-08 19:36:00
1313,33,2,None,0,0,2022-11-09 09:20:00
1314,31,2,Záruka +3,2226,18,2022-11-09 15:49:00
1315,35,1,Pojištění,4041,15,2022-11-10 09:16:00
1316,20,1,None,0,0,2022-11-10 09:23:00
1317,15,1,None,0,0,2022-11-10 09:39:00
1318,29,2,None,0,0,2022-11-10 14:09:00
1319,30,2,None,0,0,2022-11-10 15:15:00
1320,22,1,None,0,0,2022-11-10 17:36:00
1321,40,1,Pojištění,1187,15,2022-11-11 09:38:00
1322,30,1,None,0,0,2022-11-11 15:51:00
1323,5,1,None,0,0,2022-11-11 19:29:00
1324,25,1,None,0,0,2022-11-12 11:10:00
1325,42,1,None,0,0,2022-11-12 11:51:00
1326,45,1,None,0,0,2022-11-12 12:11:00
1327,13,2,None,0,0,2022-11-12 20:55:00
1328,11,1,None,0,0,2022-11-13 08:17:00
1329,18,2,None,0,0,2022-11-13 10:26:00
1330,9,2,None,0,0,2022-11-13 14:25:00
1331,34,2,None,0,0,2022-11-13 14:56:00
1332,31,2,Pojištění,1484,3,2022-11-14 08:08:00
1333,15,2,None,0,0,2022-11-14 10:45:00
1334,47,1,None,0,0,2022-11-14 13:07:00
1335,9,1,Pojištění,2347,14,2022-11-14 14:18:00
1336,38,2,Záruka +1,1689,16,2022-11-15 11:13:00
1337,11,1,None,0,0,2022-11-15 11:22:00
1338,2,2,None,0,0,2022-11-15 14:03:00
1339,25,2,None,0,0,2022-11-15 16:49:00
1340,7,1,None,0,0,2022-11-15 19:24:00
1341,24,2,Záruka +1,1737,3,2022-11-15 20:03:00
1342,5,2,None,0,0,2022-11-17 08:45:00
1343,7,1,None,0,0,2022-11-17 11:23:00
1344,5,1,Záruka +3,2536,0,2022-11-17 14:34:00
1345,18,2,None,0,0,2022-11-17 15:06:00
1346,4,2,None,0,0,2022-11-17 16:59:00
1347,11,2,None,0,0,2022-11-17 18:10:00
1348,14,1,Záruka +3,2937,10,2022-11-17 20:08:00
1349,8,2,Záruka +1,891,19,2022-11-17 20:26:00
1350,34,2,None,0,0,2022-11-17 21:47:00
1351,41,2,None,0,0,2022-11-18 15:39:00
1352,48,1,None,0,0,2022-11-18 18:54:00
1353,31,1,Záruka +3,2226,2,2022-11-18 21:06:00
1354,11,2,None,0,0,2022-11-19 15:10:00
1355,5,1,None,0,0,2022-11-19 17:39:00
1356,37,2,None,0,0,2022-11-20 09:04:00
1357,24,1,None,0,0,2022-11-20 21:44:00
1358,36,1,None,0,0,2022-11-21 08:21:00
1359,9,2,None,0,0,2022-11-21 08:32:00
1360,6,1,None,0,0,2022-11-21 08:39:00
1361,18,1,None,0,0,2022-11-21 10:30:00
1362,39,2,Pojištění,1588,18,2022-11-21 13:14:00
1363,17,2,Záruka +1,727,0,2022-11-22 09:00:00
1364,32,2,None,0,0,2022-11-22 12:07:00
1365,25,2,None,0,0,2022-11-22 21:58:00
1366,22,1,None,0,0,2022-11-23 10:28:00
1367,5,2,None,0,0,2022-11-23 10:43:00
1368,38,1,None,0,0,2022-11-24 13:28:00
1369,1,1,None,0,0,2022-11-24 15:10:00
1370,38,1,None,0,0,2022-11-24 17:12:00
1371,21,1,Pojištění,2268,14,2022-11-24 21:56:00
1372,44,2,None,0,0,2022-11-25 16:10:00
1373,37,2,None,0,0,2022-11-25 17:02:00
1374,16,2,None,0,0,2022-11-25 18:34:00
1375,25,1,Záruka +3,2326,15,2022-11-26 09:19:00
1376,11,2,None,0,0,2022-11-26 11:24:00
1377,23,2,None,0,0,2022-11-26 11:31:00
1378,26,1,None,0,0,2022-11-26 13:48:00
1379,13,2,None,0,0,2022-11-26 20:00:00
1380,23,1,Záruka +3,3395,9,2022-11-26 21:05:00
1381,4,2,Záruka +1,1708,1,2022-11-27 15:13:00
1382,37,1,None,0,0,2022-11-27 16:56:00
1383,17,1,Pojištění,1453,18,2022-11-28 15:56:00
1384,13,1,None,0,0,2022-11-28 16:07:00
1385,14,1,None,0,0,2022-12-01 13:52:00
1386,35,2,None,0,0,2022-12-02 08:18:00
1387,20,2,None,0,0,2022-12-02 09:05:00
1388,45,1,None,0,0,2022-12-02 10:38:00
1389,5,2,None,0,0,2022-12-02 11:43:00
1390,47,2,None,0,0,2022-12-02 13:23:00
1391,8,1,None,0,0,2022-12-02 17:54:00
1392,10,2,Záruka +1,787,2,2022-12-03 08:49:00
1393,48,1,Pojištění,1179,19,2022-12-03 13:29:00
1394,11,2,None,0,0,2022-12-03 19:36:00
1395,41,2,None,0,0,2022-12-04 10:01:00
1396,9,2,None,0,0,2022-12-04 12:02:00
1397,5,1,None,0,0,2022-12-04 15:18:00
1398,42,2,Záruka +1,2071,15,2022-12-04 16:09:00
1399,28,2,None,0,0,2022-12-04 18:22:00
1400,17,2,None,0,0,2022-12-05 15:35:00
1401,25,1,None,0,0,2022-12-05 16:32:00
1402,13,1,None,0,0,2022-12-06 21:17:00
1403,5,1,None,0,0,2022-12-07 08:06:00
1404,20,2,None,0,0,2022-12-07 17:24:00
1405,42,1,None,0,0,2022-12-07 20:54:00
1406,42,1,None,0,0,2022-12-08 17:37:00
1407,18,2,Záruka +3,3562,0,2022-12-08 21:50:00
1408,32,2,None,0,0,2022-12-09 10:12:00
1409,10,2,None,0,0,2022-12-09 11:42:00
1410,32,1,None,0,0,2022-12-09 16:28:00
1411,9,2,None,0,0,2022-12-09 18:50:00
1412,19,2,None,0,0,2022-12-09 20:53:00
1413,3,1,None,0,0,2022-12-10 09:47:00
1414,22,2,None,0,0,2022-12-10 10:25:00
1415,11,2,None,0,0,2022-12-10 11:35:00
1416,35,2,None,0,0,2022-12-10 12:49:00
1417,16,1,None,0,0,2022-12-10 18:32:00
1418,8,2,None,0,0,2022-12-10 21:03:00
1419,46,2,None,0,0,2022-12-11 16:21:00
1420,9,1,None,0,0,2022-12-11 17:18:00
1421,6,1,None,0,0,2022-12-11 19:16:00
1422,35,1,None,0,0,2022-12-12 12:19:00
1423,44,2,None,0,0,2022-12-12 14:43:00
1424,14,1,Záruka +1,979,12,2022-12-12 17:44:00
1425,17,1,None,0,0,2022-12-12 21:25:00
1426,32,2,None,0,0,2022-12-12 21:42:00
1427,8,1,None,0,0,2022-12-13 18:27:00
1428,32,2,None,0,0,2022-12-13 18:52:00
1429,46,1,None,0,0,2022-12-13 19:51:00
1430,48,1,None,0,0,2022-12-13 19:59:00
1431,18,2,Záruka +3,3562,13,2022-12-13 21:56:00
1432,3,2,None,0,0,2022-12-14 08:04:00
1433,44,2,None,0,0,2022-12-14 10:16:00
1434,29,1,None,0,0,2022-12-14 13:36:00
1435,10,1,None,0,0,2022-12-15 11:48:00
1436,11,2,None,0,0,2022-12-15 18:57:00
1437,17,2,None,0,0,2022-12-15 19:11:00
1438,20,1,None,0,0,2022-12-15 21:11:00
1439,13,2,None,0,0,2022-12-16 08:19:00
1440,10,2,None,0,0,2022-12-16 11:51:00
1441,17,2,None,0,0,2022-12-16 14:01:00
1442,42,1,Záruka +3,6214,18,2022-12-16 14:55:00
1443,44,2,None,0,0,2022-12-16 20:46:00
1444,39,1,Záruka +3,2383,8,2022-12-16 21:00:00
1445,12,2,None,0,0,2022-12-16 21:29:00
1446,18,1,None,0,0,2022-12-18 08:46:00
1447,17,2,None,0,0,2022-12-18 15:40:00
1448,30,1,None,0,0,2022-12-18 17:31:00
1449,31,1,None,0,0,2022-12-18 17:32:00
1450,20,1,None,0,0,2022-12-18 18:55:00
1451,42,2,Záruka +1,2071,0,2022-12-19 11:51:00
1452,13,2,Záruka +3,1544,0,2022-12-19 11:58:00
1453,34,1,None,0,0,2022-12-19 13:46:00
1454,21,1,Záruka +1,1134,5,2022-12-19 14:22:00
1455,48,1,Záruka +1,589,3,2022-12-19 17:27:00
1456,7,2,None,0,0,2022-12-19 20:13:00
1457,29,1,None,0,0,2022-12-20 12:01:00
1458,16,1,None,0,0,2022-12-20 15:28:00
1459,7,2,None,0,0,2022-12-20 18:55:00
1460,19,1,None,0,0,2022-12-21 08:12:00
1461,10,2,None,0,0,2022-12-21 10:35:00
1462,6,1,None,0,0,2022-12-21 15:52:00
1463,42,2,None,0,0,2022-12-21 18:43:00
1464,48,2,Záruka +3,1768,0,2022-12-22 08:48:00
1465,25,2,Pojištění,1551,15,2022-12-22 14:14:00
1466,7,1,None,0,0,2022-12-22 20:06:00
1467,39,1,Záruka +1,794,0,2022-12-23 11:43:00
1468,22,1,None,0,0,2022-12-24 08:54:00
1469,31,1,Záruka +1,742,4,2022-12-24 09:35:00
1470,45,2,None,0,0,2022-12-24 11:06:00
1471,48,1,None,0,0,2022-12-24 11:52:00
1472,47,1,None,0,0,2022-12-24 12:33:00
1473,3,2,None,0,0,2022-12-24 13:28:00
1474,29,2,Záruka +1,753,12,2022-12-24 14:33:00
1475,25,2,None,0,0,2022-12-25 08:32:00
1476,12,1,None,0,0,2022-12-25 10:13:00
1477,37,2,Záruka +1,865,0,2022-12-25 11:42:00
1478,16,2,None,0,0,2022-12-25 12:01:00
1479,12,2,None,0,0,2022-12-25 13:43:00
1480,2,2,Záruka +3,5217,4,2022-12-25 14:27:00
1481,39,1,Záruka +1,794,0,2022-12-25 19:58:00
1482,48,2,None,0,0,2022-12-26 08:55:00
1483,38,1,None,0,0,2022-12-26 10:21:00
1484,46,2,None,0,0,2022-12-26 13:43:00
1485,24,1,None,0,0,2022-12-26 14:16:00
1486,40,1,None,0,0,2022-12-26 15:03:00
1487,32,2,None,0,0,2022-12-26 16:56:00
1488,26,2,None,0,0,2022-12-26 17:21:00
1489,2,2,None,0,0,2022-12-26 17:31:00
1490,17,2,Pojištění,1453,6,2022-12-26 21:35:00
1491,25,1,None,0,0,2022-12-27 08:50:00
1492,7,1,None,0,0,2022-12-27 11:50:00
1493,30,1,None,0,0,2022-12-27 11:56:00
1494,49,1,Záruka +1,903,16,2022-12-27 12:15:00
1495,7,2,None,0,0,2022-12-27 15:23:00
1496,20,2,None,0,0,2022-12-27 17:44:00
1497,20,1,None,0,0,2022-12-27 19:15:00
1498,23,1,None,0,0,2022-12-27 20:26:00
1499,48,1,None,0,0,2022-12-28 20:37:00
1500,26,1,None,0,0,2023-01-01 12:39:00
1501,41,2,Pojištění,2766,12,2023-01-01 13:43:00
1502,49,2,Záruka +1,903,3,2023-01-01 16:28:00
1503,40,2,None,0,0,2023-01-02 17:31:00
1504,48,1,None,0,0,2023-01-02 19:12:00
1505,14,2,None,0,0,2023-01-04 08:41:00
1506,17,1,None,0,0,2023-01-05 08:11:00
1507,39,2,Záruka +1,794,8,2023-01-05 10:12:00
1508,5,2,Záruka +1,845,19,2023-01-05 14:12:00
1509,33,2,None,0,0,2023-01-06 08:46:00
1510,12,1,None,0,0,2023-01-06 12:09:00
1511,40,1,None,0,0,2023-01-06 15:49:00
1512,28,2,None,0,0,2023-01-06 16:54:00
1513,21,1,None,0,0,2023-01-06 19:29:00
1514,29,2,None,0,0,2023-01-07 17:21:00
